Gene_name	HI_score
ZCCHC16	0.099
FLVCR2	0.228
AP1M2	0.464
AP1M1	0.362
FKBP14	0.153
RAB2A	0.544
CCDC147	0.088
CCDC146	0.044
CCDC141	0.186
CCDC140	0.046
DNAJC7	0.402
CCDC142	0.094
CCDC149	0.138
CCDC148	0.084
SMG5	0.205
CMAS	0.295
SMG7	0.141
DLG2	0.99
SAMD12	0.104
SAMD13	0.04
SAMD10	0.093
SAMD11	0.085
NFRKB	0.183
TKTL2	0.296
MFRP	0.158
SYS1	0.173
PCBP4	0.231
CDH13	0.288
FAM114A1	0.103
PPP1R13L	0.196
GRWD1	0.226
AKT1S1	0.188
RENBP	0.074
TBX20	0.664
RPS16	0.891
PCDH11X	0.093
PCDH11Y	0.063
IGF1R	0.997
FAM3C	0.122
IFNK	0.141
PLEKHG2	0.111
KIR3DL1	0.058
RAB11FIP2	0.261
IFNG	0.112
FBXO16	0.036
GRAMD4	0.098
SLC45A1	0.269
SLC45A3	0.59
SLC45A2	0.093
MTUS1	0.136
OSBPL8	0.669
OSBPL9	0.398
CEP110	0.079
IFRD1	0.522
IFRD2	0.175
GMIP	0.424
OSBPL2	0.1
OSBPL3	0.092
ALS2CL	0.119
OSBPL6	0.182
OSBPL7	0.148
KIAA0776	0.664
OSBPL5	0.078
ADRA1A	0.039
ADRA1B	0.613
TEX9	0.052
ADRA1D	0.121
CD3EAP	0.178
LZTS2	0.144
CDH15	0.105
TEX2	0.154
POLH	0.108
ARHGAP17	0.178
STARD8	0.191
ARHGAP15	0.783
ARHGAP12	0.478
ARHGAP10	0.126
FAM20A	0.142
STARD3	0.116
TUBB4Q	0.111
FREQ	0.154
STARD7	0.25
STARD4	0.109
ARHGAP19	0.485
IL7R	0.509
CAPZB	0.2
SIRT2	0.291
GABRG3	0.076
GABRG2	0.158
GABRG1	0.081
SIRT1	0.906
CEACAM16	0.096
C1orf26	0.046
C1orf27	0.327
C1orf25	0.546
IMPAD1	0.185
C1orf21	0.207
GPR137C	0.17
GPR137B	0.257
FZD10	0.374
ADARB1	0.257
CHKA	0.17
CHKB	0.097
SIRT6	0.155
RASL11A	0.13
CDH17	0.087
MAPK8IP1	0.352
BCDIN3D	0.101
AHSA1	0.84
AHSA2	0.053
CCDC40	0.193
MAPK1IP1L	0.547
CPA6	0.193
DST	0.826
DSP	0.575
PPP1R3D	0.103
GLMN	0.219
THBD	0.21
DSE	0.146
DCDC1	0.024
WTIP	0.141
DCDC2	0.038
GSTO2	0.07
PDAP1	0.331
GSTO1	0.099
CCNE1	1.0
RING1	0.343
CTHRC1	0.198
TTC33	0.143
TTC32	0.036
TTC31	0.07
TTC36	0.149
TTC35	0.247
C9orf163	0.056
CNGB3	0.088
ARSH	0.055
MTHFSD	0.082
OR4K5	0.067
DOCK9	0.3
OR4K2	0.134
FMR1NB	0.062
BCLAF1	0.807
ZNF177	0.109
PARD6A	0.334
LRMP	0.295
TBX22	0.075
RNF135	0.349
SLC22A23	0.41
SEZ6L2	0.469
DDTL	0.086
SLC22A25	0.06
SLC22A24	0.125
HMGB3	0.911
MARCKS	0.476
EEF1A1	0.989
BSCL2	0.066
SETX	0.064
EEF1A2	0.512
FSD1	0.463
CCBE1	0.139
ZNF83	0.62
AUH	0.108
ZNF81	0.138
ZNF80	0.079
C6orf81	0.237
ZNF85	0.151
ZNF84	0.587
SS18	0.816
FSD2	0.056
FRMPD1	0.129
FRMPD3	0.135
NXNL2	0.122
AADACL4	0.051
FYCO1	0.067
AADACL1	0.137
PDE10A	0.266
AADACL3	0.068
AADACL2	0.054
CAPZA3	0.207
CAPZA2	0.489
CAPZA1	0.724
OR4C45	0.034
SCARF1	0.091
TIMD4	0.058
MSGN1	0.229
LMO2	0.873
LMO3	0.594
LMO4	0.385
SPNS3	0.098
GEMIN4	0.31
GEMIN5	0.389
C3orf46	0.043
C4orf42	0.116
C3orf44	0.098
C3orf45	0.343
C3orf43	0.078
PBRM1	0.895
BEX1	0.138
C14orf178	0.02
C3orf48	0.061
C3orf49	0.102
SHC4	0.248
KRBA1	0.067
CTAG1A	0.275
ERBB3	0.988
NWD1	0.115
MCRS1	0.507
ATPAF1	0.167
MLKL	0.027
CER1	0.257
C10orf82	0.074
AFAP1	0.121
LARS2	0.432
C15orf53	0.071
C15orf52	0.086
C10orf85	0.022
C10orf84	0.099
DDX17	0.93
ZNF124	0.079
CCDC70	0.048
DDX10	0.414
DDX11	0.159
GJB1	0.784
GJB3	0.106
SHC3	0.381
GJB5	0.147
GJB4	0.151
DDX18	0.841
GJB6	0.046
GRIN3A	0.352
GRIN3B	0.05
VWCE	0.175
FPR1	0.048
ZNF75A	0.106
PSMC1	0.873
PSMC2	0.885
PSMC3	0.995
PSMC4	0.37
PSMC5	0.597
PSMC6	0.999
RBM23	0.108
ARFIP1	0.307
VWC2	0.127
RBM20	0.312
PHOSPHO1	0.204
STARD5	0.055
KIF18A	0.423
KIF18B	0.126
TRIP10	0.348
TRIP11	0.169
TRIP12	0.819
TRIP13	0.411
CLEC10A	0.052
CPVL	0.061
DUSP14	0.508
TEX13A	0.059
IFT172	0.22
BAIAP2L1	0.098
CERK	0.175
NCLN	0.581
C9orf156	0.085
HISPPD2A	0.235
C9orf153	0.06
RBM28	0.634
C9orf150	0.34
NACAD	0.093
DNAL4	0.215
KIAA1239	0.836
DNAL1	0.298
LIN7A	0.371
TGM1	0.222
GRHPR	0.103
LIN7B	0.219
TGM4	0.054
IMMP2L	0.164
TGM6	0.094
TGM7	0.066
OR2D2	0.152
OR2D3	0.074
HNRPLL	0.489
MARCH5	0.461
MARCH4	0.161
MARCH7	0.199
MARCH6	0.228
MARCH1	0.152
TMEM178	0.246
TMEM179	0.107
FOXI1	0.17
TMEM177	0.189
TMEM174	0.299
TMEM175	0.144
MARCH9	0.169
TMEM173	0.244
CLSTN2	0.41
TMEM171	0.086
EIF3H	0.968
EIF3I	0.834
EIF3J	0.549
TMEM100	0.089
EIF3M	0.499
SBF1	0.126
ACTL7B	0.38
EIF3A	0.942
EIF3B	0.977
CLDN15	0.101
OR5AC2	0.055
EIF3E	0.986
EIF3F	0.178
EIF3G	0.371
FGFBP3	0.105
FGFBP2	0.1
FGFBP1	0.061
FADD	0.055
ARMC10	0.077
MKKS	0.443
NOL11	0.395
NOL10	0.265
ELSPBP1	0.094
USF2	0.237
CDKN2B	0.479
CDKN2C	0.795
CDKN2A	0.058
TBC1D20	0.187
CDKN2D	0.229
BARD1	0.742
PLXNB3	0.157
C10orf137	0.272
INPP5B	0.13
EDEM2	0.219
EDEM3	0.793
EDEM1	0.329
BRP44L	0.147
SAP30L	0.253
FAM152A	0.105
CSTF2T	0.099
PLCG1	0.703
UBTD2	0.321
UBTD1	0.283
TAS1R1	0.09
TAS1R3	0.136
TAS1R2	0.114
CCL2	0.372
CCL3	0.123
NFATC2	0.896
RPL37A	0.921
NFATC4	0.811
TNFAIP8L2	0.212
CCL4	0.15
DHRS7C	0.105
SETD6	0.291
FAM73A	0.296
FAM73B	0.103
KRT84	0.079
BLCAP	0.648
HIRIP3	0.231
AP2B1	0.699
HSBP1	0.118
GTF2E1	0.658
GTF2E2	0.655
RDBP	0.41
HS3ST3A1	0.037
CYP26B1	0.261
PABPC1L2B	0.166
TUBD1	0.1
PPP1R14D	0.164
PABPC1L2A	0.135
PPP1R14B	0.337
PPP1R14C	0.125
OR2AG1	0.087
PLEK2	0.122
UBP1	0.701
CD46	0.086
TCTE3	0.036
TCTE1	0.156
CD40	0.177
KIAA1826	0.335
SDSL	0.284
UGT2B28	0.069
RAB7L1	0.139
DNTT	0.11
PCDH12	0.516
PCDH10	0.516
PCDH17	0.496
ALKBH8	0.318
PCDH15	0.205
VPS53	0.245
VPS52	0.248
PCDH18	0.145
ALKBH5	0.224
ALKBH2	0.091
RALB	0.327
RALA	0.297
VPS54	0.209
OR10G7	0.058
OR10G6	0.128
OR10G4	0.087
C8orf58	0.103
OR10G2	0.113
TNIP2	0.15
C8orf55	0.097
OR10G9	0.05
OR10G8	0.056
MPZL3	0.146
DBF4B	0.096
DNAJB9	0.076
DNAJB8	0.105
DNAJB2	0.142
DNAJB1	0.57
EPB49	0.125
DNAJB7	0.106
DNAJB6	0.263
DNAJB5	0.682
DNAJB4	0.545
AMDHD1	0.091
AMDHD2	0.139
TRMT5	0.149
GCET2	0.028
DIDO1	0.479
DPY19L3	0.086
KISS1	0.038
RAB21	0.161
FRK	0.669
GSPT2	0.442
PPP1R13B	0.143
RAB23	0.174
TBL1X	0.369
FRY	0.772
HELZ	0.275
ZNF800	0.47
C6orf141	0.729
COL17A1	0.221
LIME1	0.085
FAM65A	0.171
GRIK1	0.146
GRIK2	0.451
GRIK3	0.162
GRIK4	0.211
GRIK5	0.204
RNF149	0.083
GLRA3	0.374
SGSH	0.1
RNF141	0.197
ARHGDIB	0.152
RNF145	0.284
CALR	0.871
RNF146	0.052
KDSR	0.68
PHB2	0.397
MSH2	0.998
NENF	0.111
MGLL	0.083
MSH5	0.172
MSH6	0.974
ASAH2B	0.177
MYOCD	0.373
ACCS	0.094
CD320	0.049
PMCHL2	0.287
CST9	0.071
PMCHL1	0.104
XCR1	0.08
STAC3	0.141
C16orf48	0.218
SPACA5	0.188
C16orf45	0.266
C16orf47	0.068
XPR1	0.347
NFXL1	0.102
PACSIN3	0.447
C16orf42	0.115
GREM2	0.162
COPA	0.119
COPG	0.159
DHH	0.595
OR51F2	0.111
C16orf59	0.274
COL9A3	0.507
PADI1	0.159
PADI3	0.435
PADI2	0.102
PADI4	0.072
PADI6	0.058
NT5M	0.117
GJA10	0.268
PM20D1	0.042
HIST2H2AC	0.956
ALPPL2	0.056
TOE1	0.069
WDR72	0.044
FBXL3	0.322
ZPLD1	0.196
GPIHBP1	0.083
NRIP1	0.813
OR52M1	0.064
NRIP3	0.09
GPR135	0.045
GPR137	0.183
VTI1A	0.169
TWISTNB	0.122
VTI1B	0.38
ATP6V1C2	0.111
ATP6V1C1	0.252
SART1	0.783
NT5C	0.073
PRTG	0.255
VPS37D	0.139
TRIM10	0.229
POFUT1	0.639
TEKT5	0.098
CDKN2AIP	0.58
CHSY3	0.22
DMRTC1	0.043
ATF7IP	0.63
GPATCH1	0.103
OCIAD2	0.065
TOMM7	0.077
PPP1R3E	0.179
OCIAD1	0.065
PPP1R3C	0.279
PPP1R3B	0.147
PPP1R3A	0.05
PNPLA2	0.331
PPP4C	0.623
AMIGO3	0.076
TNFRSF13C	0.086
FGFR2	0.967
ARID3C	0.288
NTAN1	0.179
RPA4	0.175
PHACTR3	0.4
LUC7L2	0.384
TOMM40	0.67
FAM131A	0.327
FAM131B	0.425
FAM131C	0.115
KIAA1009	0.3
TBXAS1	0.103
C18orf55	0.038
SH3GLB1	0.089
SH3GLB2	0.164
RIBC2	0.164
GLB1L3	0.052
TLE6	0.075
SMAD5OS	0.116
EHHADH	0.055
ZNF526	0.251
NME4	0.122
NME5	0.137
NME6	0.071
NME7	0.79
INPP5E	0.141
INPP5F	0.133
NME3	0.231
C20orf187	0.019
RAI14	0.197
FREM3	0.125
FREM2	0.381
FREM1	0.085
PID1	0.173
ZNF37A	0.105
RCBTB2	0.137
HELT	0.32
RCBTB1	0.18
CLSPN	0.467
EPB42	0.323
EPB41	0.735
DFNB31	0.248
MATR3	0.666
HELB	0.033
RBAK	0.462
IGSF9B	0.113
MUC19	0.105
NUDT8	0.12
SLC9A10	0.034
SLC9A11	0.035
TERF2IP	0.571
TEKT1	0.097
TEKT3	0.043
TEKT2	0.1
VPS37C	0.11
TEKT4	0.087
VPS37A	0.107
PNPLA3	0.124
UNC5B	0.944
PNPLA1	0.117
PNPLA7	0.086
PNPLA6	0.088
SMPD1	0.101
PNPLA4	0.131
GUCA2A	0.067
GUCA2B	0.419
BXDC5	0.145
BXDC2	0.855
BXDC1	0.614
LBX1	0.357
GFOD2	0.178
GFOD1	0.084
FOS	0.959
HOMEZ	0.107
SFTPA2	0.075
KATNAL1	0.309
KATNAL2	0.14
PRKAR1A	0.919
ATG10	0.058
ATG12	0.088
SRMS	0.046
ZBTB5	0.255
UBASH3B	0.129
STEAP2	0.031
FGF22	0.332
TXNDC10	0.211
ASB5	0.314
SFPQ	0.901
SAFB2	0.145
SETD1B	0.189
SMPD3	0.283
MRC2	0.673
COL12A1	0.915
RASAL2	0.666
ZNF259	0.331
VSTM2L	0.516
PF4V1	0.031
VSTM2A	0.16
SEC14L1	0.321
SEC14L5	0.136
SEC14L4	0.275
C1orf43	0.112
PTAFR	0.099
C1orf46	0.244
UPF2	0.854
SNED1	0.192
C1orf49	0.189
IL1B	0.064
CHIA	0.068
THSD7B	0.272
FLG2	0.099
PHTF1	0.131
THSD7A	0.248
MKL1	0.177
RBM8A	0.294
CASK	0.996
KIAA0753	0.192
GPR88	0.765
CAST	0.215
KRT6B	0.103
CASR	0.21
GPR81	0.118
GPR82	0.263
GPR83	0.102
GPR84	0.084
GPR85	0.241
PUS1	0.381
GPR87	0.199
ARL2	0.271
THRAP3	0.198
FLT3LG	0.198
COMP	0.623
COMT	0.113
WBP11	0.537
CARD11	0.08
ZC3HAV1L	0.138
UAP1L1	0.152
ADAM20	0.04
ADAM23	0.509
ADAM22	0.265
GLCE	0.276
ZNF256	0.113
ADAM29	0.078
ADAM28	0.122
TARDBP	0.176
PRKRIP1	0.107
IL19	0.029
C2orf51	0.114
IL10	0.379
GSTM1	0.03
GSTM2	0.154
C2orf7	0.376
GSTM4	0.128
GSTM5	0.041
IL16	0.093
C2orf3	0.073
PALLD	0.263
PIP4K2C	0.126
ZNF155	0.092
KRT9	0.148
ZPBP2	0.04
NGFRAP1	0.148
EFHD2	0.205
MMEL1	0.072
RUNDC3A	0.276
TTF2	0.538
TTF1	0.339
KRCC1	0.237
RBMS1	0.91
GNAZ	0.285
RBMS3	0.563
AEBP2	0.816
NOXA1	0.092
DAD1	0.213
DIO2	0.104
RCHY1	0.313
GDF9	0.113
ZNF322B	0.138
GDF3	0.249
CBR4	0.206
GDF1	0.108
GDF7	0.068
GDF6	0.49
GDF5	0.469
UCKL1OS	0.097
DPPA3	0.026
OR52L2P	0.145
ABHD12B	0.046
ANXA1	0.716
ANXA3	0.11
ANXA2	0.382
ANXA5	0.425
ANXA4	0.162
ANXA7	0.134
ANXA6	0.079
ANXA9	0.116
ANXA8	0.132
MEST	0.403
MCM7	0.936
MCM6	0.981
MCM5	0.974
MCM4	0.953
DUSP19	0.09
SASS6	0.085
ZDHHC20	0.157
ZDHHC21	0.112
ZDHHC23	0.37
DUSP11	0.156
DUSP10	0.687
MCM9	0.24
DUSP12	0.126
SQSTM1	0.829
CSH2	0.043
CSH1	0.096
MAGEB6	0.057
EPC2	0.138
ZNF541	0.196
EPC1	0.291
C3orf20	0.205
C3orf21	0.064
C3orf22	0.012
C3orf23	0.076
C3orf24	0.326
C3orf25	0.095
WNT9A	0.076
C3orf27	0.12
RPS26L1	0.071
HEPACAM	0.404
M6PR	0.628
SSX6	0.015
SSX7	0.046
KRT7	0.25
SSX5	0.062
SSX2	0.047
SSX3	0.083
USH2A	0.129
ISL1	0.381
ISL2	0.517
PKMYT1	0.373
KIFAP3	0.295
MDS2	0.063
MS4A7	0.054
MDS1	0.466
MS4A2	0.035
MS4A3	0.063
MS4A1	0.164
ZNF141	0.32
ZNF140	0.134
ZNF143	0.451
ZNF142	0.133
CCDC102A	0.129
BCS1L	0.155
ZNF146	0.733
CPT2	0.115
DSC2	0.501
DDX31	0.21
DSC1	0.356
KRTAP27-1	0.065
SEC14L3	0.298
PYGB	0.069
COX8C	0.061
COX8A	0.041
SEC14L2	0.254
PYGL	0.202
MAGOH	0.295
PFAS	0.763
C20orf20	0.131
SOD2	0.656
SOD3	0.192
C20orf24	0.066
RAB27A	0.663
TMF1	0.392
C20orf29	0.071
VWA2	0.06
RANGAP1	0.254
VWA1	0.131
BAMBI	0.098
LSG1	0.111
KCNN3	0.163
KCNN2	0.763
KCNN1	0.103
PMS1	0.12
PMS2	0.786
MYBL2	0.972
SNRPA1	0.793
ISLR	0.544
PKIG	0.123
MST1R	0.324
PKIA	0.172
PKIB	0.019
GNG2	0.179
BRMS1	0.118
GRIP1	0.397
YSK4	0.078
GRIP2	0.312
SLC19A2	0.239
SLC19A3	0.083
SLC19A1	0.066
CCDC65	0.138
NIT2	0.075
NIT1	0.245
CCDC66	0.061
CCDC61	0.075
CCDC60	0.07
FOXK1	0.127
DPY19L1	0.196
TYSND1	0.119
CCDC69	0.067
DPY19L2	0.091
TMEM119	0.123
ULK1	0.375
EP400	0.159
IL1A	0.042
TMEM111	0.135
TMEM115	0.241
TMEM116	0.123
TMEM117	0.146
SPTB	0.269
ORC4L	0.797
DACT1	0.136
PIM1	0.534
LRDD	0.1
MED12L	0.315
SLC35A4	0.218
SLC35A5	0.07
ERAF	0.24
SLC35A1	0.43
SLC35A2	0.179
SLC35A3	0.239
ANKRD18B	0.027
ANKRD18A	0.02
MPDZ	0.32
NXF4	0.132
SDCCAG10	0.062
PARD3	0.478
NAP1L6	0.056
SH2D5	0.192
SH2D6	0.052
FAM62C	0.065
FAF1	0.337
PGM5	0.428
PGM1	0.853
PGM2	0.114
PGM3	0.574
PAK4	0.419
ABCB11	0.099
ABCB10	0.22
APLN	0.014
C18orf19	0.093
MMD2	0.085
CYHR1	0.123
SBK1	0.276
TMEM47	0.327
SLC25A40	0.134
SLC25A41	0.08
PMP22	0.842
SLC25A43	0.062
SLC25A44	0.229
SLC25A45	0.037
SLC25A46	0.155
CR1L	0.063
CDC26	0.398
HOXD12	0.853
HOXD13	0.783
HOXD10	0.551
TMEM40	0.148
NUP153	0.984
TNF	0.745
FAM150A	0.182
FAM105B	0.088
NUP155	0.939
FAM150B	0.008
BEST3	0.129
BEST2	0.124
BEST1	0.11
KIAA0562	0.103
KIAA0564	0.133
BEST4	0.132
CRKRS	0.552
ASNA1	0.324
TNC	0.527
OR1J4	0.082
SORCS1	0.324
SORCS2	0.561
SORCS3	0.792
RPL35A	0.233
RHOD	0.049
YPEL1	0.089
TOX3	0.944
FYTTD1	0.129
GPKOW	0.069
KIAA1614	0.119
TNPO2	0.467
TNPO3	0.529
TNPO1	0.965
RRH	0.193
KIAA1598	0.117
GCN1L1	0.181
RSHL3	0.093
MAPK3	0.976
TOX2	0.551
MAPK6	0.637
PPP1R12A	0.973
PPP1R12B	0.362
PPP1R12C	0.239
MAPK8	0.964
MAPK9	0.97
SGPP2	0.16
CUZD1	0.078
WTAP	0.207
TMLHE	0.168
LYL1	0.108
C20orf85	0.163
ATP8A2	0.309
ATP8A1	0.77
NEO1	0.233
CDX4	0.1
BCOR	0.299
CAPN12	0.324
ASTE1	0.124
VWA3B	0.08
THNSL2	0.124
THNSL1	0.057
VWA3A	0.19
METTL8	0.158
METTL9	0.236
NMNAT1	0.128
VPS35	0.479
CCL15	0.032
GPBP1L1	0.454
VPS36	0.08
VPS39	0.265
CCL19	0.037
METTL3	0.579
METTL4	0.093
METTL5	0.285
METTL6	0.042
STAT5B	0.477
STAT5A	0.68
MED1	0.884
FDX1L	0.096
CES7	0.121
TAS2R49	0.024
TAS2R48	0.011
KCTD3	0.406
C1orf101	0.06
C1orf102	0.137
C1orf103	0.057
KCTD7	0.226
C1orf105	0.051
C1orf106	0.098
C1orf107	0.301
LRRC25	0.103
C1orf109	0.071
KCTD9	0.09
KCTD8	0.376
DEFB119	0.007
UST	0.167
C1QTNF5	0.09
PLEKHN1	0.17
TMEM146	0.062
KCNT1	0.086
SERPINA2	0.019
SERPINA3	0.144
SERPINA4	0.094
HCFC2	0.458
SERPINA6	0.187
EXOC6B	0.542
SERPINA9	0.04
ZC3HC1	0.165
NRAS	1.0
PDZD11	0.081
NRAP	0.05
SLC38A11	0.095
SLC38A10	0.099
FOXRED1	0.025
CREB3L1	0.5
PXN	0.175
ACSS2	0.369
CABLES1	0.247
CABLES2	0.173
TMEM145	0.373
ESF1	0.589
SAV1	0.594
CRYL1	0.11
ROPN1	0.326
ASZ1	0.102
LIX1L	0.359
FOXD4L1	0.056
MOV10L1	0.077
PACS1	0.225
PACS2	0.187
ZNF607	0.185
FAM63A	0.064
SBNO2	0.376
SBNO1	0.717
GPRC5A	0.095
USPL1	0.092
GATAD1	0.611
RNF165	0.132
SV2B	0.758
RNF169	0.373
RNF168	0.072
ZNF253	0.077
ZBTB40	0.272
ZBTB41	0.315
C8orf74	0.073
ZBTB43	0.429
ZBTB44	0.082
BRAF	0.952
ZBTB46	0.219
ZBTB47	0.398
ZBTB48	0.113
PDPK1	0.494
PKDREJ	0.062
IGSF6	0.092
C8orf79	0.074
TLCD2	0.157
CMTM3	0.132
SYNPO	0.351
UQCR	0.118
P4HA2	0.288
P4HA3	0.055
ANP32D	0.098
ANP32E	0.708
ANP32B	0.762
ANP32C	0.069
ANP32A	0.451
FDXR	0.091
SYNPR	0.045
HPSE2	0.256
UQCC	0.488
UTY	0.776
TAT	0.332
ZFYVE19	0.03
NTNG1	0.045
NTNG2	0.253
ZFYVE16	0.507
ALMS1	0.068
TAZ	0.26
SLC43A2	0.255
ATRNL1	0.507
MRPL55	0.042
MRPL50	0.164
SLC43A1	0.109
MRPL52	0.03
MRPL53	0.079
THY1	0.688
ZNF738	0.078
C10orf59	0.069
IL18	0.038
ZNF689	0.168
OPN1SW	0.085
ALOXE3	0.082
ZNF683	0.1
ZNF680	0.118
LCN12	0.054
LENG1	0.483
ZNF687	0.285
ZNF684	0.154
IQCC	0.042
TNS3	0.237
IQCG	0.064
IQCE	0.335
IQCD	0.087
MUC17	0.016
IQCJ	0.449
MUC15	0.089
IQCH	0.314
MUC13	0.016
TRAF3IP1	0.108
MAGEH1	0.179
OR13H1	0.102
CCDC90B	0.12
USP9Y	0.278
WDTC1	0.985
OR52K1	0.071
OR52K2	0.19
ERBB2	1.0
SYAP1	0.066
ANGPTL7	0.715
ANGPTL6	0.094
POP1	0.09
MFAP4	0.285
ANGPTL3	0.501
ANGPTL2	0.759
ANGPTL1	0.138
POP4	0.23
OR2L2	0.074
GPR115	0.048
FDX1	0.162
GPR113	0.054
C19orf15	0.189
GPR111	0.109
MFAP2	0.89
RASGRP2	0.324
RASGRP3	0.491
MMP16	0.173
IL13	0.216
MMP10	0.083
FKBP2	0.166
MMP12	0.145
MMP13	0.301
LRRN3	0.353
MMP19	0.375
WNT6	0.26
MYO18A	0.405
MYO18B	0.136
PRG4	0.12
PRG3	0.047
PRG2	0.196
FAM119A	0.119
OR52L1	0.102
CMTM4	0.169
COX7B2	0.063
PPP1R1A	0.363
PPP1R15A	0.032
PPP1R1C	0.359
PPP1R1B	0.166
TCF3	0.863
GSX2	0.322
FKBP8	0.12
TIMM23B	0.147
TREML1	0.072
NF2	0.975
NF1	0.526
ARID2	0.524
MYBBP1A	0.516
CDAN1	0.096
NDUFAB1	0.182
IL5RA	0.205
KCNK18	0.169
FAM133B	0.092
KCNK17	0.101
KCNK15	0.076
KCNK12	0.34
KCNK13	0.103
NCAPD2	0.048
NCAPD3	0.185
PPP1R11	0.08
PPP1R10	0.393
MMACHC	0.079
PMEPA1	0.179
BLK	0.162
HCK	0.651
FIBCD1	0.092
C7orf25	0.112
C7orf26	0.125
C7orf27	0.106
C7orf20	0.153
C7orf23	0.563
NAPSB	0.026
TCN1	0.028
C7orf29	0.125
TCN2	0.179
ZNF426	0.14
TYROBP	0.122
ZNF425	0.118
ZNF350	0.201
ZNF423	0.493
ZNF420	0.184
SIRPB1	0.082
ATXN7	0.379
ATXN2	0.893
ATXN3	0.132
ZNF428	0.102
ATXN1	0.965
SOAT2	0.303
WDR93	0.047
SOAT1	0.077
C6orf129	0.202
SRGAP1	0.317
SRGAP3	0.247
SRGAP2	0.258
EFHD1	0.297
DLK1	0.872
CST9L	0.086
RTN3	0.375
DLK2	0.196
PRDM12	0.365
OR6Y1	0.135
GPRC5C	0.167
TSC1	0.775
NEDD8	0.494
NEDD9	0.34
SCLT1	0.281
P2RY14	0.07
NEDD1	0.19
SMC3	0.977
SMC2	0.878
SMC5	0.337
SMC4	0.994
P2RY12	0.059
P2RY13	0.21
IFI44L	0.066
GARNL4	0.369
C14orf159	0.113
GARNL3	0.264
GARNL1	0.646
MAGEB2	0.1
WBSCR17	0.495
STK32B	0.46
WBSCR19	0.085
SMCP	0.06
ABTB2	0.353
LEPR	0.484
KIAA0226	0.16
LTB	0.107
LTA	0.259
GRIPAP1	0.149
TINAG	0.158
ALG10	0.258
ALG12	0.084
ALG14	0.269
OFD1	0.106
RIOK2	0.592
RIOK3	0.454
RIOK1	0.065
LTV1	0.071
MICALL1	0.07
IFNA17	0.034
MICALL2	0.225
MOSPD2	0.221
BANF1	0.075
BANF2	0.117
FCGBP	0.466
AEBP1	0.907
LMOD1	0.218
LMOD3	0.041
TAOK3	0.33
ARL8B	0.287
ARL8A	0.073
DHX40	0.254
LTA4H	0.107
C1orf68	0.145
C1orf69	0.153
AHSG	0.405
TTC7A	0.136
C1orf62	0.074
C1orf63	0.065
OR5W2	0.054
C1orf61	0.028
GYG1	0.14
C1orf67	0.09
C1orf64	0.121
C1orf65	0.086
COX18	0.054
COX19	0.027
TWIST1	0.8
KRTAP8-1	0.115
PEAR1	0.113
HNF1B	0.349
HNF1A	0.85
CRISP1	0.026
CRISP3	0.086
CRISP2	0.197
VEPH1	0.139
CDC25B	0.668
MREG	0.113
COX10	0.031
EBAG9	0.177
IL32	0.049
IL33	0.047
IL31	0.117
RNF170	0.149
GAS2	0.431
HMBOX1	0.409
SLC22A8	0.215
C20orf12	0.044
ZNF679	0.061
PCSK6	0.243
COX15	0.343
TFAP2A	0.965
GAS7	0.972
GDF2	0.047
CAMK2N2	0.281
CAMK2N1	0.264
GAS6	0.153
ADRBK2	0.134
NUTF2	0.587
GNAI2	0.758
CBR1	0.041
PCSK7	0.39
ANKRD13D	0.101
MAGEB5	0.02
AGXT2	0.144
PTK2B	0.35
CBR3	0.143
ELL	0.449
DAB2	0.279
DAB1	0.542
PHLPP	0.461
GBAS	0.104
C17orf53	0.038
HYOU1	0.52
BZRPL1	0.221
SYNJ2BP	0.104
AMAC1	0.155
GTSF1L	0.123
MKLN1	0.289
EEFSEC	0.214
PARN	0.131
RNASEK	0.063
RAB5A	0.726
RAB5C	0.498
RAB5B	0.662
C19orf51	0.109
C19orf50	0.156
UGT2A1	0.061
PROM1	0.244
TIMM13	0.086
NHEJ1	0.069
C19orf56	0.12
SLC41A1	0.346
SLC41A3	0.066
SLC41A2	0.109
C19orf55	0.15
KCNC1	0.1
SCARB2	0.17
SCARB1	0.113
C19orf54	0.07
CSF1	0.142
CSF2	0.924
CSF3	0.704
FAT2	0.127
ZNF395	0.265
WNT7A	0.353
SLC22A9	0.032
ERAP2	0.3
ERAP1	0.09
LITAF	0.214
KCNC2	0.233
RRAD	0.353
EMR1	0.054
EMR2	0.082
EMR3	0.068
SLC44A2	0.218
CNTN2	0.323
CNTN3	0.224
CNTN1	0.238
CNTN6	0.375
CNTN4	0.104
CNTN5	0.247
ZNF396	0.074
BRUNOL6	0.247
METT5D1	0.088
DDX58	0.72
DDX59	0.051
BRUNOL5	0.145
PRR13	0.041
DDX52	0.16
DENR	0.086
DDX50	0.684
TPST1	0.133
ZNF167	0.123
ZNF165	0.201
DDX55	0.104
GATM	0.172
CDC42BPG	0.099
FAM129A	0.43
CDC42BPA	0.295
CDC42BPB	0.201
FAM129B	0.198
MCTP2	0.095
TXNRD2	0.118
TXNRD3	0.043
COX6C	0.161
TXNRD1	0.849
BUB1	0.997
RNPS1	0.358
BUB3	0.947
LACTB	0.168
UBE2E1	0.614
UBE2E3	0.114
UBE2E2	0.174
CNGA1	0.718
CNGA2	0.273
CNGA3	0.295
NCF1C	0.15
ADSSL1	0.234
C11orf42	0.265
EGLN3	0.752
